시군,시도,용도지역구분,용도지역,건폐율_값,건폐율_단위,건폐율_출처조문,용적률_값,용적률_단위,용적률_출처조문,시행일,조례번호,조회일
청양군,충남,도시지역-주거,준주거지역,70,% 이하,제50조제1항,400,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,도시지역-상업,중심상업지역,90,% 이하,제50조제1항,700,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,도시지역-상업,일반상업지역,80,% 이하,제50조제1항,1000,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,도시지역-상업,근린상업지역,70,% 이하,제50조제1항,400,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,도시지역-상업,유통상업지역,80,% 이하,제50조제1항,400,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,도시지역-공업,전용공업지역,70,% 이하,제50조제1항,200,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,도시지역-공업,일반공업지역,70,% 이하,제50조제1항,250,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,도시지역-공업,준공업지역,70,% 이하,제50조제1항,250,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,도시지역-녹지,보전녹지지역,20,% 이하,제50조제1항,50,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,도시지역-녹지,생산녹지지역,20,% 이하,제50조제1항,100,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,도시지역-녹지,자연녹지지역,20,% 이하,제50조제1항,80,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,관리지역,보전관리지역,20,% 이하,제50조제1항,80,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,관리지역,생산관리지역,20,% 이하,제50조제1항,80,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,관리지역,계획관리지역,40,% 이하,제50조제1항,100,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,농림지역,농림지역,20,% 이하,제50조제1항,80,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
청양군,충남,자연환경보전지역,자연환경보전지역,20,% 이하,제50조제1항,80,% 이하,제55조제1항,2026.8.3,2986,2026-09-21
홍성군,충남,도시지역-주거,제1종전용주거지역,50,% 이하,제48조제1항,100,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-주거,제2종전용주거지역,50,% 이하,제48조제1항,150,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-주거,제1종일반주거지역,60,% 이하,제48조제1항,200,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-주거,제2종일반주거지역,60,% 이하,제48조제1항,250,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-주거,제3종일반주거지역,50,% 이하,제48조제1항,300,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-주거,준주거지역,70,% 이하,제48조제1항,500,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-상업,중심상업지역,90,% 이하,제48조제1항,1500,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-상업,일반상업지역,80,% 이하,제48조제1항,1300,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-상업,근린상업지역,70,% 이하,제48조제1항,900,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-상업,유통상업지역,80,% 이하,제48조제1항,1100,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-공업,전용공업지역,70,% 이하,제48조제1항,300,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-공업,일반공업지역,70,% 이하,제48조제1항,350,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-공업,준공업지역,70,% 이하,제48조제1항,400,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-녹지,보전녹지지역,20,% 이하,제48조제1항,80,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-녹지,생산녹지지역,20,% 이하,제48조제1항,100,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,도시지역-녹지,자연녹지지역,20,% 이하,제48조제1항,100,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,관리지역,보전관리지역,20,% 이하,제48조제1항,80,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,관리지역,생산관리지역,20,% 이하,제48조제1항,80,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,관리지역,계획관리지역,40,% 이하,제48조제1항,100,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,농림지역,농림지역,20,% 이하,제48조제1항,80,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
홍성군,충남,자연환경보전지역,자연환경보전지역,20,% 이하,제48조제1항,80,% 이하,제53조제1항,2026.2.27,3217,2026-09-21
예산군,충남,도시지역-주거,제1종전용주거지역,50,% 이하,제45조제1항,100,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-주거,제2종전용주거지역,50,% 이하,제45조제1항,150,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-주거,제1종일반주거지역,60,% 이하,제45조제1항,200,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-주거,제2종일반주거지역,60,% 이하,제45조제1항,250,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-주거,제3종일반주거지역,50,% 이하,제45조제1항,300,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-주거,준주거지역,70,% 이하,제45조제1항,500,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-상업,중심상업지역,90,% 이하,제45조제1항,1500,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-상업,일반상업지역,80,% 이하,제45조제1항,1300,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-상업,근린상업지역,70,% 이하,제45조제1항,900,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-상업,유통상업지역,80,% 이하,제45조제1항,1100,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-공업,전용공업지역,70,% 이하,제45조제1항,300,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-공업,일반공업지역,70,% 이하,제45조제1항,350,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-공업,준공업지역,70,% 이하,제45조제1항,400,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-녹지,보전녹지지역,20,% 이하,제45조제1항,80,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-녹지,생산녹지지역,20,% 이하,제45조제1항,90,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,도시지역-녹지,자연녹지지역,20,% 이하,제45조제1항,100,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,관리지역,보전관리지역,20,% 이하,제45조제1항,80,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,관리지역,생산관리지역,20,% 이하,제45조제1항,80,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,관리지역,계획관리지역,40,% 이하,제45조제1항,100,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,농림지역,농림지역,20,% 이하,제45조제1항,80,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
예산군,충남,자연환경보전지역,자연환경보전지역,20,% 이하,제45조제1항,70,% 이하,제52조제1항,2025.11.21,3104,2026-09-21
태안군,충남,도시지역-주거,제1종전용주거지역,50,% 이하,제49조제1항,100,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-주거,제2종전용주거지역,50,% 이하,제49조제1항,150,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-주거,제1종일반주거지역,60,% 이하,제49조제1항,200,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-주거,제2종일반주거지역,60,% 이하,제49조제1항,250,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-주거,제3종일반주거지역,50,% 이하,제49조제1항,300,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-주거,준주거지역,70,% 이하,제49조제1항,500,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-상업,중심상업지역,90,% 이하,제49조제1항,1500,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-상업,일반상업지역,80,% 이하,제49조제1항,1300,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-상업,근린상업지역,70,% 이하,제49조제1항,900,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-상업,유통상업지역,80,% 이하,제49조제1항,1100,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-공업,전용공업지역,70,% 이하,제49조제1항,300,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-공업,일반공업지역,70,% 이하,제49조제1항,350,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-공업,준공업지역,70,% 이하,제49조제1항,400,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-녹지,보전녹지지역,20,% 이하,제49조제1항,80,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-녹지,생산녹지지역,20,% 이하,제49조제1항,100,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,도시지역-녹지,자연녹지지역,20,% 이하,제49조제1항,100,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,관리지역,보전관리지역,20,% 이하,제49조제1항,80,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,관리지역,생산관리지역,20,% 이하,제49조제1항,80,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,관리지역,계획관리지역,40,% 이하,제49조제1항,100,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,농림지역,농림지역,20,% 이하,제49조제1항,80,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
태안군,충남,자연환경보전지역,자연환경보전지역,20,% 이하,제49조제1항,80,% 이하,제52조제1항,2026.3.31,1965,2026-09-21
전주시,전북,도시지역-주거,제1종전용주거지역,40,% 이하,제45조제1항,100,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-주거,제2종전용주거지역,40,% 이하,제45조제1항,100,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-주거,제1종일반주거지역,60,% 이하,제45조제1항,200,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-주거,제2종일반주거지역,60,% 이하,제45조제1항,250,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-주거,제3종일반주거지역,50,% 이하,제45조제1항,300,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-주거,준주거지역,60,% 이하,제45조제1항,500,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-상업,중심상업지역,80,% 이하,제45조제1항,1100,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-상업,일반상업지역,70,% 이하,제45조제1항,900,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-상업,근린상업지역,60,% 이하,제45조제1항,700,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-상업,유통상업지역,60,% 이하,제45조제1항,700,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-공업,전용공업지역,60,% 이하,제45조제1항,300,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-공업,일반공업지역,60,% 이하,제45조제1항,350,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-공업,준공업지역,60,% 이하,제45조제1항,400,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-녹지,보전녹지지역,20,% 이하,제45조제1항,50,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-녹지,생산녹지지역,20,% 이하,제45조제1항,100,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,도시지역-녹지,자연녹지지역,20,% 이하,제45조제1항,100,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,관리지역,보전관리지역,20,% 이하,제45조제1항,50,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,관리지역,생산관리지역,20,% 이하,제45조제1항,80,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,관리지역,계획관리지역,40,% 이하,제45조제1항,100,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
전주시,전북,농림지역,농림지역,20,% 이하,제45조제1항,80,% 이하,제47조제1항,2026.4.13,4369,2026-09-21
군산시,전북,도시지역-주거,제1종전용주거지역,50,% 이하,제55조제1항,100,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-주거,제2종전용주거지역,50,% 이하,제55조제1항,150,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-주거,제1종일반주거지역,60,% 이하,제55조제1항,200,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-주거,제2종일반주거지역,60,% 이하,제55조제1항,250,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-주거,제3종일반주거지역,50,% 이하,제55조제1항,300,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-주거,준주거지역,70,% 이하,제55조제1항,400,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-상업,중심상업지역,90,% 이하,제55조제1항,1200,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-상업,일반상업지역,80,% 이하,제55조제1항,1000,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-상업,근린상업지역,70,% 이하,제55조제1항,700,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-상업,유통상업지역,80,% 이하,제55조제1항,800,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-공업,전용공업지역,70,% 이하,제55조제1항,250,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-공업,일반공업지역,70,% 이하,제55조제1항,350,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-공업,준공업지역,60,% 이하,제55조제1항,300,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-녹지,보전녹지지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-녹지,생산녹지지역,20,% 이하,제55조제1항,100,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,도시지역-녹지,자연녹지지역,20,% 이하,제55조제1항,100,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,관리지역,보전관리지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,관리지역,생산관리지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,관리지역,계획관리지역,40,% 이하,제55조제1항,100,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,농림지역,농림지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
군산시,전북,자연환경보전지역,자연환경보전지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2025.4.15,2303,2026-09-21
익산시,전북,도시지역-주거,제1종전용주거지역,50,% 이하,제55조제1항,80,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-주거,제2종전용주거지역,50,% 이하,제55조제1항,150,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-주거,제1종일반주거지역,60,% 이하,제55조제1항,200,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-주거,제2종일반주거지역,60,% 이하,제55조제1항,250,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-주거,제3종일반주거지역,50,% 이하,제55조제1항,300,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-주거,준주거지역,70,% 이하,제55조제1항,350,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-상업,중심상업지역,80,% 이하,제55조제1항,1000,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-상업,일반상업지역,80,% 이하,제55조제1항,800,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-상업,근린상업지역,70,% 이하,제55조제1항,600,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-상업,유통상업지역,70,% 이하,제55조제1항,700,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-공업,전용공업지역,70,% 이하,제55조제1항,300,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-공업,일반공업지역,70,% 이하,제55조제1항,350,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-공업,준공업지역,70,% 이하,제55조제1항,400,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-녹지,보전녹지지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-녹지,생산녹지지역,20,% 이하,제55조제1항,100,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,도시지역-녹지,자연녹지지역,20,% 이하,제55조제1항,100,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,관리지역,보전관리지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,관리지역,생산관리지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,관리지역,계획관리지역,40,% 이하,제55조제1항,100,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,농림지역,농림지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
익산시,전북,자연환경보전지역,자연환경보전지역,20,% 이하,제55조제1항,50,% 이하,제60조제1항,2025.12.31,2732,2026-09-21
정읍시,전북,도시지역-주거,제1종전용주거지역,50,% 이하,제53조제1항,100,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-주거,제2종전용주거지역,50,% 이하,제53조제1항,150,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-주거,제1종일반주거지역,60,% 이하,제53조제1항,200,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-주거,제2종일반주거지역,60,% 이하,제53조제1항,250,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-주거,제3종일반주거지역,50,% 이하,제53조제1항,300,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-주거,준주거지역,70,% 이하,제53조제1항,500,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-상업,중심상업지역,90,% 이하,제53조제1항,1500,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-상업,일반상업지역,80,% 이하,제53조제1항,1300,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-상업,근린상업지역,70,% 이하,제53조제1항,900,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-상업,유통상업지역,80,% 이하,제53조제1항,1100,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-공업,전용공업지역,70,% 이하,제53조제1항,300,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-공업,일반공업지역,70,% 이하,제53조제1항,350,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-공업,준공업지역,70,% 이하,제53조제1항,400,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-녹지,보전녹지지역,20,% 이하,제53조제1항,80,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-녹지,생산녹지지역,20,% 이하,제53조제1항,100,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,도시지역-녹지,자연녹지지역,20,% 이하,제53조제1항,100,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,관리지역,보전관리지역,20,% 이하,제53조제1항,80,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,관리지역,생산관리지역,20,% 이하,제53조제1항,80,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,관리지역,계획관리지역,40,% 이하,제53조제1항,100,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,농림지역,농림지역,20,% 이하,제53조제1항,80,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
정읍시,전북,자연환경보전지역,자연환경보전지역,20,% 이하,제53조제1항,80,% 이하,제58조제1항,2026.4.10,2341,2026-09-21
남원시,전북,도시지역-주거,제1종전용주거지역,50,% 이하,제57조제1항,100,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-주거,제2종전용주거지역,50,% 이하,제57조제1항,150,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-주거,제1종일반주거지역,60,% 이하,제57조제1항,200,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-주거,제2종일반주거지역,60,% 이하,제57조제1항,250,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-주거,제3종일반주거지역,50,% 이하,제57조제1항,300,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-주거,준주거지역,70,% 이하,제57조제1항,500,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-상업,중심상업지역,90,% 이하,제57조제1항,1300,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-상업,일반상업지역,80,% 이하,제57조제1항,1000,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-상업,근린상업지역,70,% 이하,제57조제1항,700,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-상업,유통상업지역,80,% 이하,제57조제1항,800,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-공업,전용공업지역,70,% 이하,제57조제1항,300,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-공업,일반공업지역,70,% 이하,제57조제1항,350,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-공업,준공업지역,70,% 이하,제57조제1항,400,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-녹지,보전녹지지역,20,% 이하,제57조제1항,80,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-녹지,생산녹지지역,20,% 이하,제57조제1항,100,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,도시지역-녹지,자연녹지지역,20,% 이하,제57조제1항,100,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,관리지역,보전관리지역,20,% 이하,제57조제1항,80,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,관리지역,생산관리지역,20,% 이하,제57조제1항,80,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,관리지역,계획관리지역,40,% 이하,제57조제1항,100,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,농림지역,농림지역,20,% 이하,제57조제1항,80,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
남원시,전북,자연환경보전지역,자연환경보전지역,20,% 이하,제57조제1항,80,% 이하,제62조제1항,2026.9.18,2316,2026-09-21
김제시,전북,도시지역-주거,제1종전용주거지역,50,% 이하,제57조제1항,100,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-주거,제2종전용주거지역,50,% 이하,제57조제1항,150,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-주거,제1종일반주거지역,60,% 이하,제57조제1항,200,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-주거,제2종일반주거지역,60,% 이하,제57조제1항,250,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-주거,제3종일반주거지역,50,% 이하,제57조제1항,300,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-주거,준주거지역,70,% 이하,제57조제1항,500,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-상업,중심상업지역,90,% 이하,제57조제1항,1500,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-상업,일반상업지역,80,% 이하,제57조제1항,1300,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-상업,근린상업지역,70,% 이하,제57조제1항,900,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-상업,유통상업지역,80,% 이하,제57조제1항,1100,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-공업,전용공업지역,70,% 이하,제57조제1항,300,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-공업,일반공업지역,70,% 이하,제57조제1항,350,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-공업,준공업지역,70,% 이하,제57조제1항,400,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-녹지,보전녹지지역,20,% 이하,제57조제1항,80,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-녹지,생산녹지지역,20,% 이하,제57조제1항,100,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,도시지역-녹지,자연녹지지역,20,% 이하,제57조제1항,100,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,관리지역,보전관리지역,20,% 이하,제57조제1항,80,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,관리지역,생산관리지역,20,% 이하,제57조제1항,80,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,관리지역,계획관리지역,40,% 이하,제57조제1항,100,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,농림지역,농림지역,20,% 이하,제57조제1항,80,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
김제시,전북,자연환경보전지역,자연환경보전지역,20,% 이하,제57조제1항,80,% 이하,제62조제1항,2025.12.16,1827,2026-09-21
완주군,전북,도시지역-주거,제1종전용주거지역,50,% 이하,제47조제1항,100,% 이하,제52조제1항,2025.12.18,3471,2026-09-21
