시군,시도,용도지역구분,용도지역,건폐율_값,건폐율_단위,건폐율_출처조문,용적률_값,용적률_단위,용적률_출처조문,시행일,조례번호,조회일
시흥시,경기,도시지역-상업,중심상업지역,90,% 이하,제30조제1항,1500,% 이하,제34조제1항,2026.8.20,2633,2026-09-21
시흥시,경기,도시지역-상업,일반상업지역,80,% 이하,제30조제1항,1300,% 이하,제34조제1항,2026.8.20,2633,2026-09-21
시흥시,경기,도시지역-상업,근린상업지역,70,% 이하,제30조제1항,900,% 이하,제34조제1항,2026.8.20,2633,2026-09-21
시흥시,경기,도시지역-공업,일반공업지역,70,% 이하,제30조제1항,350,% 이하,제34조제1항,2026.8.20,2633,2026-09-21
시흥시,경기,도시지역-공업,준공업지역,70,% 이하,제30조제1항,400,% 이하,제34조제1항,2026.8.20,2633,2026-09-21
시흥시,경기,도시지역-녹지,보전녹지지역,20,% 이하,제30조제1항,80,% 이하,제34조제1항,2026.8.20,2633,2026-09-21
시흥시,경기,도시지역-녹지,자연녹지지역,20,% 이하,제30조제1항,100,% 이하,제34조제1항,2026.8.20,2633,2026-09-21
파주시,경기,도시지역-주거,제1종전용주거지역,40,% 이하,제32조제1항,80,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-주거,제2종전용주거지역,50,% 이하,제32조제1항,120,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-주거,제1종일반주거지역,60,% 이하,제32조제1항,180,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-주거,제2종일반주거지역,60,% 이하,제32조제1항,250,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-주거,제3종일반주거지역,50,% 이하,제32조제1항,300,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-주거,준주거지역,60,% 이하,제32조제1항,300,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-상업,중심상업지역,80,% 이하,제32조제1항,1000,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-상업,일반상업지역,80,% 이하,제32조제1항,900,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-상업,근린상업지역,70,% 이하,제32조제1항,600,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-상업,유통상업지역,70,% 이하,제32조제1항,600,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-공업,전용공업지역,70,% 이하,제32조제1항,200,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-공업,일반공업지역,70,% 이하,제32조제1항,250,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-공업,준공업지역,70,% 이하,제32조제1항,250,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-녹지,보전녹지지역,20,% 이하,제32조제1항,50,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-녹지,생산녹지지역,20,% 이하,제32조제1항,50,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,도시지역-녹지,자연녹지지역,20,% 이하,제32조제1항,80,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,관리지역,보전관리지역,20,% 이하,제32조제1항,80,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,관리지역,생산관리지역,20,% 이하,제32조제1항,80,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,관리지역,계획관리지역,40,% 이하,제32조제1항,100,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,농림지역,농림지역,20,% 이하,제32조제1항,50,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
파주시,경기,자연환경보전지역,자연환경보전지역,20,% 이하,제32조제1항,50,% 이하,제33조제1항,2025.3.20,2204,2026-09-21
의정부시,경기,도시지역-주거,제1종전용주거지역,40,% 이하,제42조제1항,80,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-주거,제2종전용주거지역,50,% 이하,제42조제1항,120,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-주거,제1종일반주거지역,60,% 이하,제42조제1항,200,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-주거,제2종일반주거지역,60,% 이하,제42조제1항,250,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-주거,제3종일반주거지역,50,% 이하,제42조제1항,300,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-주거,준주거지역,60,% 이하,제42조제1항,500,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-상업,중심상업지역,80,% 이하,제42조제1항,1000,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-상업,일반상업지역,80,% 이하,제42조제1항,1000,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-상업,근린상업지역,60,% 이하,제42조제1항,500,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-상업,유통상업지역,60,% 이하,제42조제1항,500,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-공업,전용공업지역,70,% 이하,제42조제1항,300,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-공업,일반공업지역,70,% 이하,제42조제1항,350,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-공업,준공업지역,70,% 이하,제42조제1항,400,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-녹지,보전녹지지역,20,% 이하,제42조제1항,50,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-녹지,생산녹지지역,20,% 이하,제42조제1항,60,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
의정부시,경기,도시지역-녹지,자연녹지지역,20,% 이하,제42조제1항,80,% 이하,제46조제1항,2025.9.25,3604,2026-09-21
광주광역시,광역,도시지역-주거,제1종전용주거지역,40,% 이하,제67조제1항,80,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-주거,제2종전용주거지역,40,% 이하,제67조제1항,120,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-주거,제1종일반주거지역,60,% 이하,제67조제1항,150,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-주거,제2종일반주거지역,60,% 이하,제67조제1항,220,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-주거,제3종일반주거지역,50,% 이하,제67조제1항,250,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-주거,준주거지역,60,% 이하,제67조제1항,400,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-상업,중심상업지역,70,% 이하,제67조제1항,1300,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-상업,일반상업지역,60,% 이하,제67조제1항,1000,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-상업,근린상업지역,60,% 이하,제67조제1항,700,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-상업,유통상업지역,60,% 이하,제67조제1항,800,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-공업,전용공업지역,70,% 이하,제67조제1항,300,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-공업,일반공업지역,70,% 이하,제67조제1항,350,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-공업,준공업지역,70,% 이하,제67조제1항,400,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-녹지,보전녹지지역,20,% 이하,제67조제1항,60,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-녹지,생산녹지지역,20,% 이하,제67조제1항,60,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,도시지역-녹지,자연녹지지역,20,% 이하,제67조제1항,60,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,관리지역,보전관리지역,20,% 이하,제67조제1항,80,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,관리지역,생산관리지역,20,% 이하,제67조제1항,80,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,관리지역,계획관리지역,40,% 이하,제67조제1항,90,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,농림지역,농림지역,20,% 이하,제67조제1항,60,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
광주광역시,광역,자연환경보전지역,자연환경보전지역,20,% 이하,제67조제1항,60,% 이하,제72조제1항,2025.11.11,6636,2026-09-21
김포시,경기,도시지역-주거,제1종전용주거지역,50,% 이하,제54조제1항,100,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-주거,제2종전용주거지역,50,% 이하,제54조제1항,150,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-주거,제1종일반주거지역,60,% 이하,제54조제1항,200,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-주거,제2종일반주거지역,60,% 이하,제54조제1항,250,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-주거,제3종일반주거지역,50,% 이하,제54조제1항,300,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-주거,준주거지역,70,% 이하,제54조제1항,500,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-상업,중심상업지역,90,% 이하,제54조제1항,1500,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-상업,일반상업지역,80,% 이하,제54조제1항,1300,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-상업,근린상업지역,70,% 이하,제54조제1항,900,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-상업,유통상업지역,80,% 이하,제54조제1항,1100,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-공업,전용공업지역,70,% 이하,제54조제1항,300,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-공업,일반공업지역,70,% 이하,제54조제1항,350,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-공업,준공업지역,70,% 이하,제54조제1항,400,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-녹지,보전녹지지역,20,% 이하,제54조제1항,80,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-녹지,생산녹지지역,20,% 이하,제54조제1항,100,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,도시지역-녹지,자연녹지지역,20,% 이하,제54조제1항,100,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,관리지역,보전관리지역,20,% 이하,제54조제1항,80,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,관리지역,생산관리지역,20,% 이하,제54조제1항,80,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,관리지역,계획관리지역,40,% 이하,제54조제1항,100,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,농림지역,농림지역,20,% 이하,제54조제1항,80,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
김포시,경기,자연환경보전지역,자연환경보전지역,20,% 이하,제54조제1항,80,% 이하,제59조제1항,2025.5.12,2216,2026-09-21
세종특별자치시,광역,도시지역-주거,제1종전용주거지역,50,% 이하,제50조제1항,100,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-주거,제2종전용주거지역,50,% 이하,제50조제1항,150,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-주거,제1종일반주거지역,60,% 이하,제50조제1항,200,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-주거,제2종일반주거지역,60,% 이하,제50조제1항,250,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-주거,제3종일반주거지역,50,% 이하,제50조제1항,300,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-주거,준주거지역,70,% 이하,제50조제1항,400,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-상업,중심상업지역,80,% 이하,제50조제1항,1300,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-상업,일반상업지역,80,% 이하,제50조제1항,1100,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-상업,근린상업지역,70,% 이하,제50조제1항,700,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-상업,유통상업지역,80,% 이하,제50조제1항,900,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-공업,전용공업지역,70,% 이하,제50조제1항,300,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-공업,일반공업지역,70,% 이하,제50조제1항,350,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-공업,준공업지역,70,% 이하,제50조제1항,400,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-녹지,보전녹지지역,20,% 이하,제50조제1항,80,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-녹지,생산녹지지역,20,% 이하,제50조제1항,100,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,도시지역-녹지,자연녹지지역,20,% 이하,제50조제1항,100,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,관리지역,보전관리지역,20,% 이하,제50조제1항,80,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,관리지역,생산관리지역,20,% 이하,제50조제1항,80,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,관리지역,계획관리지역,40,% 이하,제50조제1항,100,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,농림지역,농림지역,20,% 이하,제50조제1항,80,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
세종특별자치시,광역,자연환경보전지역,자연환경보전지역,20,% 이하,제50조제1항,80,% 이하,제54조제1항,2026.2.27,2978,2026-09-21
광주시,경기,도시지역-주거,제1종전용주거지역,50,% 이하,제55조제1항,100,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-주거,제2종전용주거지역,50,% 이하,제55조제1항,150,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-주거,제1종일반주거지역,60,% 이하,제55조제1항,180,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-주거,제2종일반주거지역,60,% 이하,제55조제1항,250,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-주거,제3종일반주거지역,50,% 이하,제55조제1항,300,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-주거,준주거지역,70,% 이하,제55조제1항,450,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-상업,중심상업지역,90,% 이하,제55조제1항,1000,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-상업,일반상업지역,80,% 이하,제55조제1항,900,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-상업,근린상업지역,70,% 이하,제55조제1항,500,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-상업,유통상업지역,60,% 이하,제55조제1항,400,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-공업,전용공업지역,70,% 이하,제55조제1항,300,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-공업,일반공업지역,70,% 이하,제55조제1항,350,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-공업,준공업지역,60,% 이하,제55조제1항,400,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-녹지,보전녹지지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-녹지,생산녹지지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,도시지역-녹지,자연녹지지역,20,% 이하,제55조제1항,100,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,관리지역,보전관리지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,관리지역,생산관리지역,20,% 이하,제55조제1항,80,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,관리지역,계획관리지역,40,% 이하,제55조제1항,100,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,농림지역,농림지역,20,% 이하,제55조제1항,50,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
광주시,경기,자연환경보전지역,자연환경보전지역,20,% 이하,제55조제1항,50,% 이하,제60조제1항,2026.4.15,1776,2026-09-21
제주특별자치도,광역,도시지역-주거,제1종전용주거지역,40,% 이하,제60조제1항,80,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-주거,제2종전용주거지역,40,% 이하,제60조제1항,120,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-주거,제1종일반주거지역,60,% 이하,제60조제1항,200,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-주거,제2종일반주거지역,60,% 이하,제60조제1항,250,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-주거,제3종일반주거지역,50,% 이하,제60조제1항,300,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-주거,준주거지역,60,% 이하,제60조제1항,500,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-상업,중심상업지역,80,% 이하,제60조제1항,1300,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-상업,일반상업지역,80,% 이하,제60조제1항,1000,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-상업,근린상업지역,60,% 이하,제60조제1항,700,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-상업,유통상업지역,70,% 이하,제60조제1항,700,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-공업,전용공업지역,60,% 이하,제60조제1항,200,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-공업,일반공업지역,60,% 이하,제60조제1항,300,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-공업,준공업지역,60,% 이하,제60조제1항,300,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-녹지,보전녹지지역,20,% 이하,제60조제1항,60,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-녹지,생산녹지지역,20,% 이하,제60조제1항,60,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,도시지역-녹지,자연녹지지역,20,% 이하,제60조제1항,80,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,관리지역,보전관리지역,20,% 이하,제60조제1항,60,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,관리지역,생산관리지역,20,% 이하,제60조제1항,60,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,관리지역,계획관리지역,40,% 이하,제60조제1항,80,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,농림지역,농림지역,20,% 이하,제60조제1항,50,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
제주특별자치도,광역,자연환경보전지역,자연환경보전지역,20,% 이하,제60조제1항,50,% 이하,제61조제1항,2025.12.24,4164,2026-09-21
광명시,경기,도시지역-주거,제1종전용주거지역,50,% 이하,제41조제1항,80,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-주거,제2종전용주거지역,50,% 이하,제41조제1항,120,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-주거,제1종일반주거지역,60,% 이하,제41조제1항,150,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-주거,제2종일반주거지역,60,% 이하,제41조제1항,240,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-주거,제3종일반주거지역,50,% 이하,제41조제1항,280,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-주거,준주거지역,70,% 이하,제41조제1항,450,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-상업,중심상업지역,80,% 이하,제41조제1항,1100,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-상업,일반상업지역,70,% 이하,제41조제1항,800,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-상업,근린상업지역,70,% 이하,제41조제1항,700,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-상업,유통상업지역,70,% 이하,제41조제1항,700,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-공업,전용공업지역,70,% 이하,제41조제1항,250,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-공업,일반공업지역,70,% 이하,제41조제1항,300,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-공업,준공업지역,70,% 이하,제41조제1항,300,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-녹지,보전녹지지역,20,% 이하,제41조제1항,50,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-녹지,생산녹지지역,20,% 이하,제41조제1항,100,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
광명시,경기,도시지역-녹지,자연녹지지역,20,% 이하,제41조제1항,80,% 이하,제42조제1항,2026.8.5,3402,2026-09-21
군포시,경기,도시지역-주거,제1종전용주거지역,40,% 이하,제49조제1항,80,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-주거,제2종전용주거지역,50,% 이하,제49조제1항,120,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-주거,제1종일반주거지역,60,% 이하,제49조제1항,200,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-주거,제2종일반주거지역,60,% 이하,제49조제1항,230,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-주거,제3종일반주거지역,50,% 이하,제49조제1항,280,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-주거,준주거지역,60,% 이하,제49조제1항,300,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-상업,중심상업지역,70,% 이하,제49조제1항,1000,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-상업,일반상업지역,70,% 이하,제49조제1항,800,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-상업,근린상업지역,60,% 이하,제49조제1항,600,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-상업,유통상업지역,60,% 이하,제49조제1항,500,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-공업,전용공업지역,70,% 이하,제49조제1항,250,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-공업,일반공업지역,70,% 이하,제49조제1항,350,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-공업,준공업지역,70,% 이하,제49조제1항,300,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-녹지,보전녹지지역,20,% 이하,제49조제1항,50,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-녹지,생산녹지지역,20,% 이하,제49조제1항,60,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
군포시,경기,도시지역-녹지,자연녹지지역,20,% 이하,제49조제1항,80,% 이하,제53조제1항,2025.10.10,2335,2026-09-21
하남시,경기,도시지역-주거,제1종전용주거지역,50,% 이하,제50조제1항,100,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-주거,제2종전용주거지역,50,% 이하,제50조제1항,150,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-주거,제1종일반주거지역,60,% 이하,제50조제1항,200,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-주거,제2종일반주거지역,60,% 이하,제50조제1항,250,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-주거,제3종일반주거지역,50,% 이하,제50조제1항,300,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-주거,준주거지역,70,% 이하,제50조제1항,500,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-상업,중심상업지역,90,% 이하,제50조제1항,1500,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-상업,일반상업지역,80,% 이하,제50조제1항,1300,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-상업,근린상업지역,70,% 이하,제50조제1항,900,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-상업,유통상업지역,80,% 이하,제50조제1항,1100,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-공업,일반공업지역,70,% 이하,제50조제1항,350,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-공업,준공업지역,70,% 이하,제50조제1항,400,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-녹지,보전녹지지역,20,% 이하,제50조제1항,80,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-녹지,생산녹지지역,20,% 이하,제50조제1항,100,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
하남시,경기,도시지역-녹지,자연녹지지역,20,% 이하,제50조제1항,100,% 이하,제53조제1항,2025.8.11,2452,2026-09-21
오산시,경기,도시지역-주거,제1종전용주거지역,50,% 이하,제45조제1항,80,% 이하,제51조제1항,2026.5.6,2372,2026-09-21
오산시,경기,도시지역-주거,제2종전용주거지역,50,% 이하,제45조제1항,120,% 이하,제51조제1항,2026.5.6,2372,2026-09-21
오산시,경기,도시지역-주거,제1종일반주거지역,60,% 이하,제45조제1항,180,% 이하,제51조제1항,2026.5.6,2372,2026-09-21
오산시,경기,도시지역-주거,제2종일반주거지역,60,% 이하,제45조제1항,230,% 이하,제51조제1항,2026.5.6,2372,2026-09-21
오산시,경기,도시지역-주거,제3종일반주거지역,50,% 이하,제45조제1항,280,% 이하,제51조제1항,2026.5.6,2372,2026-09-21
